,label,route,calculated_day,date,hr,weekday,105,100,111,103,122,precipitation
0,151.04666666666665,B_3,236,7-19,8,1,9.44625,5.8187500000000005,53.212500000000006,2.4966666666666666,30.332380952380948,0.0
1,146.41666666666666,B_3,237,7-20,8,2,12.18857142857143,9.51142857142857,36.995714285714286,11.203809523809522,60.224090909090926,0.0
2,107.11,B_3,238,7-21,8,3,8.416153846153845,6.693076923076924,29.902500000000003,13.119375000000002,44.91,0.0
3,143.49666666666667,B_3,239,7-22,8,4,10.815555555555555,7.9766666666666675,38.22176470588235,11.377647058823529,36.66869565217391,0.0
4,126.89666666666666,B_3,240,7-23,8,5,11.463076923076924,7.006153846153846,26.613157894736844,4.970526315789473,45.587857142857146,0.0
5,113.11666666666667,B_3,241,7-24,8,6,9.72,7.482857142857142,34.165263157894735,9.09842105263158,32.79285714285714,0.0
6,123.84666666666668,B_3,242,7-25,8,0,10.884705882352943,6.455882352941177,52.546800000000005,10.281600000000001,30.988076923076918,0.0
7,128.88666666666666,B_3,243,7-26,8,1,7.521666666666668,5.509166666666668,38.282000000000004,3.1153333333333335,31.829473684210527,0.0
8,104.95666666666666,B_3,244,7-27,8,2,10.13888888888889,6.819999999999999,24.584615384615386,10.490000000000002,34.04555555555555,0.0
9,157.37666666666667,B_3,245,7-28,8,3,11.224285714285715,8.79857142857143,25.929090909090913,3.2072727272727275,59.984166666666674,0.0
10,156.58333333333334,B_3,246,7-29,8,4,11.713636363636363,5.734545454545454,25.545384615384616,19.913846153846155,80.43875,0.0
11,141.11666666666665,B_3,247,7-30,8,5,8.735714285714286,5.381428571428571,20.700555555555557,7.617222222222223,43.03181818181818,0.0
12,165.65333333333334,B_3,248,7-31,8,6,10.4625,7.35875,26.312142857142852,2.3571428571428577,39.94833333333333,0.0
13,206.24,B_3,249,8-1,8,0,11.300666666666666,8.207333333333333,45.708421052631586,3.770526315789473,53.148125,0.0
14,200.04333333333338,B_3,250,8-2,8,1,11.20777777777778,6.055555555555556,30.611874999999998,3.8474999999999997,49.83764705882353,0.0
15,162.51999999999998,B_3,251,8-3,8,2,10.567142857142857,6.821428571428571,24.638571428571428,11.312857142857144,62.595000000000006,0.0
16,194.85666666666665,B_3,252,8-4,8,3,14.525,7.185,35.92,7.920555555555556,52.908181818181816,0.0
17,169.35,B_3,253,8-5,8,4,10.695,7.461666666666666,19.50307692307692,3.4784615384615383,49.93928571428571,0.0
18,136.40666666666667,B_3,254,8-6,8,5,12.605714285714285,8.691428571428572,30.799374999999998,2.600625,47.76933333333333,2.0
19,130.84666666666666,B_3,255,8-7,8,6,8.245555555555557,7.58,23.619999999999997,2.6876470588235297,43.824374999999996,0.0
20,150.43,B_3,256,8-8,8,0,9.694666666666668,7.516666666666667,49.97416666666667,11.155416666666667,54.65925925925926,0.0
21,92.86000000000001,B_3,257,8-9,8,1,22.55125,6.307499999999999,48.600000000000016,8.803333333333333,37.86761904761905,0.0
22,80.095,B_3,258,8-10,8,2,15.974285714285713,10.74,45.065,7.32,58.651250000000005,0.0
23,184.51666666666665,B_3,259,8-11,8,3,11.797,8.157,39.798181818181824,5.132727272727272,61.37571428571429,0.0
24,130.38,B_3,260,8-12,8,4,11.058571428571428,8.195714285714287,19.151999999999997,6.784999999999999,38.70176470588235,0.0
25,157.38,B_3,261,8-13,8,5,14.155882352941179,6.048823529411765,24.5015,9.371,41.91291666666667,0.0
26,125.96666666666665,B_3,262,8-14,8,6,13.362142857142857,8.785,22.520476190476188,5.024761904761904,36.55842105263158,0.0
27,136.72666666666666,B_3,263,8-15,8,0,9.30888888888889,7.165555555555555,39.41272727272727,8.553636363636365,83.22894736842103,0.0
28,137.98666666666668,B_3,264,8-16,8,1,7.65,5.83625,36.83363636363636,2.5072727272727273,31.388125,0.0
29,235.195,B_3,265,8-17,8,2,10.881818181818183,6.426363636363636,42.083076923076916,10.626923076923077,29.164736842105263,0.0
