,label,route,calculated_day,date,hr,weekday,105,100,111,103,116,101,121,106,113,precipitation
0,100.32,B_1,236,7-19,8,1,9.364444444444445,5.681111111111112,52.8225,2.505833333333333,17.07,7.970000000000001,11.19,1.4249999999999998,13.26,0.0
1,212.31,B_1,237,7-20,8,2,12.670769230769233,9.592307692307692,36.14947368421052,11.691052631578945,25.23714285714286,8.25,16.365714285714283,1.695714285714286,20.20428571428571,0.0
2,129.945,B_1,238,7-21,8,3,7.868181818181818,6.561818181818182,31.747142857142855,12.790000000000001,13.14,6.726666666666667,10.238333333333333,1.6766666666666667,31.285,0.0
3,118.61666666666667,B_1,240,7-23,8,5,11.37,6.970000000000001,29.680000000000003,10.78590909090909,15.538333333333334,7.368333333333333,10.88,1.4816666666666667,24.261666666666667,0.0
4,118.785,B_1,241,7-24,8,6,9.72,7.482857142857142,32.623,8.675,16.614,7.773999999999999,11.028,1.444,14.732,0.0
5,101.21666666666665,B_1,242,7-25,8,0,9.59764705882353,6.42764705882353,55.41769230769231,10.036923076923076,16.811,8.078999999999999,14.513000000000002,1.302,16.872,0.0
6,179.0,B_1,244,7-27,8,2,9.028,5.978,26.10230769230769,10.407692307692308,20.075000000000003,8.872499999999999,12.64,1.6324999999999998,38.252500000000005,0.0
7,23.1,B_1,245,7-28,8,3,11.945,9.546666666666667,27.442,3.344,20.61,10.0,20.427500000000002,1.9575,20.434999999999995,0.0
8,142.26,B_1,246,7-29,8,4,12.888181818181819,7.53909090909091,27.930000000000003,13.423076923076922,28.05,13.09,34.17,1.37,13.04,0.0
9,102.365,B_1,247,7-30,8,5,9.243846153846153,5.806153846153846,22.542222222222218,7.840555555555557,22.142857142857142,19.41714285714286,16.12,1.727142857142857,36.86142857142857,0.0
10,88.32,B_1,248,7-31,8,6,9.585555555555556,6.757777777777778,25.009999999999994,2.2860000000000005,18.182000000000002,8.235,15.343999999999998,1.551,23.092000000000002,0.0
11,97.94333333333334,B_1,250,8-2,8,1,11.580000000000002,6.130000000000001,26.55857142857143,4.007142857142858,13.117142857142856,6.178571428571429,14.772857142857143,1.3814285714285717,23.090000000000003,0.0
12,101.25,B_1,251,8-3,8,2,11.07,6.845,20.827142857142857,11.895714285714288,15.50285714285714,6.248571428571429,9.540000000000001,1.162857142857143,16.28142857142857,0.0
13,102.785,B_1,252,8-4,8,3,12.790833333333333,6.528333333333333,34.19421052631579,11.743157894736843,14.872,36.721999999999994,13.786000000000001,1.128,22.814,0.0
14,112.445,B_1,253,8-5,8,4,10.695,7.461666666666666,19.50307692307692,3.4784615384615383,14.854444444444445,6.512222222222223,18.692222222222224,1.4833333333333334,21.564444444444444,0.0
15,98.24333333333334,B_1,254,8-6,8,5,12.605714285714285,8.691428571428572,30.799374999999998,2.600625,21.84222222222222,13.651111111111113,22.033333333333335,2.908888888888889,22.878888888888888,2.0
16,139.975,B_1,255,8-7,8,6,9.07,7.815,23.16571428571429,2.489285714285714,18.81833333333333,9.055,15.901666666666666,20.476666666666667,73.705,0.0
17,97.14666666666666,B_1,256,8-8,8,0,9.702142857142858,7.5442857142857145,52.78761904761906,12.37095238095238,19.41714285714286,9.334285714285715,11.031428571428572,1.7157142857142857,18.45,0.0
18,150.67,B_1,257,8-9,8,1,22.55125,6.307499999999999,50.10250000000001,9.025,24.650000000000002,10.54,30.69333333333333,1.5266666666666666,35.6,0.0
19,125.05,B_1,258,8-10,8,2,14.993750000000002,10.155,45.02,6.865454545454545,15.283333333333331,6.646666666666666,9.173333333333334,1.1666666666666667,11.193333333333333,0.0
20,154.85,B_1,259,8-11,8,3,11.797,8.157,37.7075,11.254999999999997,21.765,11.045,79.31,1.465,37.725,0.0
21,121.88,B_1,260,8-12,8,4,11.123333333333333,8.528333333333334,19.926666666666662,6.745555555555555,25.2125,11.7275,19.872500000000002,3.0050000000000003,28.715000000000003,0.0
22,129.78333333333333,B_1,261,8-13,8,5,12.491333333333335,5.905333333333333,23.939444444444447,10.050555555555555,12.7075,5.66,10.0375,1.1125,13.7225,0.0
23,110.7,B_1,262,8-14,8,6,12.86909090909091,9.010909090909092,21.734444444444446,5.42,16.84090909090909,6.8981818181818175,19.38818181818182,3.008181818181818,34.58909090909091,0.0
24,100.49000000000001,B_1,263,8-15,8,0,9.30888888888889,7.165555555555555,42.047,9.161000000000001,19.133333333333336,7.430000000000001,24.076666666666668,1.3033333333333335,29.91,0.0
25,149.225,B_1,265,8-17,8,2,10.888181818181819,6.421818181818182,39.24923076923077,10.586153846153847,17.74,8.426666666666668,11.886666666666665,1.5166666666666668,36.67666666666667,0.0
26,104.58,B_1,266,8-18,8,3,9.836666666666666,7.127777777777776,21.643333333333334,4.650000000000001,18.1,7.04,10.86,1.5550000000000002,31.495,0.0
27,106.83500000000001,B_1,268,8-20,8,5,11.115000000000002,6.43375,20.388888888888886,5.571111111111112,15.864999999999998,8.02,11.96,1.52,82.315,0.0
28,159.255,B_1,269,8-21,8,6,8.15,5.8975,28.266666666666666,6.014444444444445,25.48,11.549999999999999,15.850000000000001,2.1166666666666667,27.163333333333338,0.0
29,81.66,B_1,272,8-24,8,2,15.970999999999998,7.253,52.14583333333334,4.3758333333333335,14.170000000000002,6.8,30.31,1.6266666666666667,14.15,0.0
30,134.755,B_1,273,8-25,8,3,8.834285714285715,6.724285714285714,28.557142857142857,6.341428571428572,21.765,9.98,25.55,2.05,68.18,0.0
31,139.025,B_1,275,8-27,8,5,9.095,6.906999999999999,30.745833333333334,6.590833333333333,15.55,7.67,14.3,1.82,36.25,0.0
32,111.29500000000002,B_1,276,8-28,8,6,4.703333333333333,3.01,17.85,2.5999999999999996,11.73,6.41,9.21,1.16,11.17,0.0
33,102.02666666666666,B_1,280,9-1,8,3,18.095,6.7562500000000005,16.1475,3.8775000000000004,13.061875,7.045,39.4275,2.19125,17.513125,0.0
34,226.05999999999997,B_1,281,9-2,8,4,12.587142857142856,6.384285714285715,14.875499999999999,8.199,13.10375,6.3618749999999995,39.1575,1.626875,22.096249999999998,0.0
