,label,route,calculated_day,date,hr,weekday,115,102,109,104,112,111,103,116,101,121,106,113,precipitation
0,140.245,C_1,236,7-19,8,1,6.703333333333333,9.976666666666667,10.743333333333334,25.313333333333333,30.343333333333334,52.8225,2.505833333333333,17.07,7.970000000000001,11.19,1.4249999999999998,13.26,0.0
1,231.92333333333332,C_1,237,7-20,8,2,17.833333333333332,12.844999999999999,13.218333333333334,32.235,23.703333333333333,36.14947368421052,11.691052631578945,25.23714285714286,8.25,16.365714285714283,1.695714285714286,20.20428571428571,0.0
2,146.07,C_1,238,7-21,8,3,9.853333333333333,11.21,11.466666666666667,25.16,15.066666666666665,31.747142857142855,12.790000000000001,13.14,6.726666666666667,10.238333333333333,1.6766666666666667,31.285,0.0
3,190.57333333333335,C_1,239,7-22,8,4,10.085714285714285,11.638571428571428,10.85,23.408571428571427,23.18857142857143,36.976470588235294,15.18470588235294,29.641999999999996,13.668000000000001,8.972,0.95,9.959999999999999,0.0
4,207.37,C_1,240,7-23,8,5,16.76,11.832857142857142,11.828571428571427,26.50142857142858,19.021428571428572,29.680000000000003,10.78590909090909,15.538333333333334,7.368333333333333,10.88,1.4816666666666667,24.261666666666667,0.0
5,156.36333333333334,C_1,241,7-24,8,6,10.098333333333334,11.833333333333334,12.073333333333332,23.028333333333332,17.815,32.623,8.675,16.614,7.773999999999999,11.028,1.444,14.732,0.0
6,152.42666666666668,C_1,242,7-25,8,0,10.087777777777777,11.734444444444444,12.442222222222222,26.39111111111111,30.574444444444445,55.41769230769231,10.036923076923076,16.811,8.078999999999999,14.513000000000002,1.302,16.872,0.0
7,189.87,C_1,243,7-26,8,1,7.906666666666666,8.156666666666668,8.1,21.389999999999997,14.836666666666666,38.282000000000004,3.1153333333333335,15.046666666666667,7.426666666666667,24.060000000000002,1.67,36.24333333333333,0.0
8,130.555,C_1,244,7-27,8,2,8.946666666666667,11.256666666666666,12.06,25.846666666666664,18.773333333333333,26.10230769230769,10.407692307692308,20.075000000000003,8.872499999999999,12.64,1.6324999999999998,38.252500000000005,0.0
9,173.98,C_1,245,7-28,8,3,7.557499999999999,8.782499999999999,9.04,22.4275,21.98,27.442,3.344,20.61,10.0,20.427500000000002,1.9575,20.434999999999995,0.0
