,label,route,calculated_day,date,hr,weekday,115,102,109,104,112,111,103,116,101,121,106,113,precipitation
0,140.245,C_1,236,7-19,8,1,6.703333333333334,9.976666666666667,10.743333333333334,25.313333333333336,30.343333333333337,52.822500000000005,2.5058333333333334,17.07,7.97,11.19,1.4249999999999998,13.260000000000002,0.0
1,231.92333333333332,C_1,237,7-20,8,2,17.833333333333336,12.844999999999999,13.218333333333334,32.23500000000001,23.703333333333333,36.14947368421053,11.691052631578946,25.23714285714286,8.25,16.365714285714283,1.695714285714286,20.204285714285714,0.0
2,146.07,C_1,238,7-21,8,3,9.853333333333333,11.21,11.466666666666667,25.160000000000004,15.066666666666666,31.747142857142855,12.790000000000001,13.14,6.726666666666667,10.238333333333335,1.6766666666666665,31.285,0.0
3,190.57333333333335,C_1,239,7-22,8,4,10.085714285714284,11.63857142857143,10.85,23.408571428571435,23.188571428571425,36.9764705882353,15.18470588235294,29.641999999999996,13.668,8.972,0.95,9.959999999999997,0.0
4,207.37,C_1,240,7-23,8,5,16.759999999999998,11.832857142857144,11.828571428571431,26.50142857142857,19.021428571428576,29.68,10.785909090909092,15.538333333333332,7.368333333333333,10.88,1.4816666666666665,24.261666666666663,0.0
5,156.36333333333334,C_1,241,7-24,8,6,10.098333333333334,11.833333333333334,12.073333333333334,23.02833333333333,17.814999999999998,32.623,8.675,16.613999999999997,7.774,11.027999999999999,1.4440000000000002,14.731999999999998,0.0
6,152.42666666666668,C_1,242,7-25,8,0,10.087777777777777,11.734444444444442,12.44222222222222,26.391111111111115,30.574444444444445,55.417692307692306,10.036923076923078,16.811,8.079,14.512999999999998,1.3019999999999998,16.872,0.0
7,189.87,C_1,243,7-26,8,1,7.906666666666666,8.156666666666668,8.099999999999998,21.389999999999997,14.836666666666666,38.282,3.115333333333333,15.046666666666667,7.426666666666668,24.06,1.6699999999999997,36.24333333333333,0.0
8,130.555,C_1,244,7-27,8,2,8.946666666666665,11.256666666666666,12.06,25.84666666666666,18.773333333333326,26.102307692307697,10.407692307692308,20.075,8.8725,12.64,1.6324999999999998,38.2525,0.0
9,173.98,C_1,245,7-28,8,3,7.5575,8.7825,9.040000000000001,22.427500000000002,21.98,27.442,3.344,20.61,10.0,20.427500000000006,1.9575,20.435,0.0
10,138.24,C_1,246,7-29,8,4,11.149999999999999,12.255,13.370000000000001,32.54,25.97,27.93,13.423076923076922,28.05,13.089999999999998,34.17,1.37,13.039999999999997,0.0
