,label,route,calculated_day,date,hr,weekday,110,123,107,108,120,117,precipitation
0,70.74333333333334,A_2,236,7-19,8,1,13.456341463414633,7.170731707317073,4.851219512195122,10.10439024390244,1.1493333333333335,42.82866666666666,0.0
1,143.43,A_2,237,7-20,8,2,15.976249999999999,8.63725,5.55175,6.14125,1.1506250000000002,47.440312500000005,0.0
2,105.68333333333334,A_2,238,7-21,8,3,16.342264150943397,9.555283018867925,6.775471698113207,10.325283018867925,1.4834883720930232,56.96953488372093,0.0
3,73.13,A_2,239,7-22,8,4,14.691739130434783,8.881999999999998,6.019565217391304,5.764565217391305,2.9793939393939395,51.730606060606064,0.0
4,84.37333333333333,A_2,240,7-23,8,5,13.797142857142855,7.329183673469387,5.212448979591836,5.212857142857143,0.9323529411764707,53.387352941176474,0.0
5,64.16333333333334,A_2,241,7-24,8,6,12.4721875,6.9781249999999995,5.01375,6.08625,1.1576,39.3448,0.0
6,171.22,A_2,242,7-25,8,0,12.757592592592593,7.262407407407405,5.284444444444444,6.272407407407407,1.0667441860465117,71.64651162790697,0.0
7,90.35666666666667,A_2,243,7-26,8,1,13.505833333333335,8.313333333333333,6.29111111111111,6.002777777777777,4.231379310344828,51.267241379310335,0.0
8,138.56333333333336,A_2,244,7-27,8,2,12.957073170731707,7.410000000000001,4.998536585365854,6.067560975609756,1.2948387096774192,55.67,0.0
9,84.88,A_2,245,7-28,8,3,14.089714285714285,8.234571428571426,5.0680000000000005,6.154857142857144,1.241111111111111,43.81055555555556,0.0
10,104.99000000000001,A_2,246,7-29,8,4,12.974418604651163,7.595581395348837,9.987441860465117,6.048372093023255,0.996774193548387,32.6541935483871,0.0
11,94.39666666666666,A_2,247,7-30,8,5,11.50282608695652,6.2556521739130435,4.4965217391304355,6.428260869565217,1.8294285714285714,39.03514285714286,0.0
12,68.19,A_2,248,7-31,8,6,11.589130434782609,5.840434782608696,4.0200000000000005,5.331739130434783,0.97875,39.28625,0.0
13,104.96,A_2,249,8-1,8,0,15.919583333333334,8.106805555555555,6.604444444444444,6.086388888888888,1.1896296296296298,64.80740740740741,0.0
14,73.87333333333333,A_2,250,8-2,8,1,18.10244444444444,8.189777777777778,8.023777777777779,6.49777777777778,1.2975675675675675,67.8472972972973,0.0
15,128.54999999999998,A_2,251,8-3,8,2,14.772499999999999,7.3740000000000006,6.29975,5.507,1.0242857142857142,34.52892857142857,0.0
16,90.54666666666667,A_2,252,8-4,8,3,15.492702702702703,7.652702702702702,5.883783783783784,6.186756756756757,0.9832142857142857,49.60428571428572,0.0
17,84.49666666666667,A_2,253,8-5,8,4,13.881818181818183,7.371515151515153,6.012727272727274,5.026969696969696,0.7617391304347826,26.662173913043485,0.0
18,83.80666666666666,A_2,254,8-6,8,5,12.6605,7.1255,4.808750000000001,5.08975,0.8300000000000001,38.7353125,2.0
19,59.98,A_2,255,8-7,8,6,12.451333333333334,6.145666666666666,4.0200000000000005,5.249,0.8495833333333334,21.48375,0.0
20,105.07666666666665,A_2,256,8-8,8,0,12.415217391304349,7.218260869565216,4.597826086956522,5.700652173913044,0.9831428571428572,40.57885714285714,0.0
21,105.385,A_2,257,8-9,8,1,11.974444444444444,7.394722222222222,4.461666666666667,5.69361111111111,0.9604166666666667,34.004583333333336,0.0
22,81.375,A_2,258,8-10,8,2,12.098529411764705,7.7676470588235285,4.991470588235295,8.096176470588235,4.8191999999999995,33.2732,0.0
23,65.43666666666667,A_2,259,8-11,8,3,14.31162162162162,6.211351351351352,5.742432432432432,5.0532432432432435,0.9472,30.3656,0.0
24,65.96666666666668,A_2,260,8-12,8,4,14.054117647058824,5.905294117647059,3.9426470588235296,4.908823529411765,0.8404347826086958,29.823478260869564,0.0
25,102.73666666666668,A_2,261,8-13,8,5,12.75764705882353,6.812352941176471,4.751212121212122,5.669705882352941,1.0188888888888887,49.082222222222235,0.0
26,80.28666666666668,A_2,262,8-14,8,6,10.985714285714286,5.6761904761904765,3.65952380952381,4.542857142857143,0.811818181818182,18.18818181818182,0.0
27,87.84666666666668,A_2,263,8-15,8,0,11.644545454545453,7.013636363636365,4.65030303030303,5.12060606060606,0.9047619047619049,33.960476190476186,0.0
28,61.81999999999999,A_2,264,8-16,8,1,12.579189189189188,7.025135135135136,4.575405405405407,5.5410810810810815,0.8907407407407407,30.735925925925926,0.0
29,85.20666666666666,A_2,265,8-17,8,2,14.918863636363637,7.600227272727272,4.481363636363636,5.278181818181817,0.9731428571428572,33.29542857142857,0.0
30,73.25999999999999,A_2,266,8-18,8,3,14.102580645161293,5.790322580645162,3.7751612903225804,4.421290322580647,0.8316666666666668,26.686111111111117,0.0
31,72.55666666666667,A_2,267,8-19,8,4,11.841794871794871,5.788461538461538,3.8261538461538462,5.392564102564102,1.048888888888889,25.142222222222223,0.0
32,76.67333333333333,A_2,268,8-20,8,5,11.802200000000001,6.059799999999999,4.105918367346939,4.800408163265307,0.8796774193548386,46.308749999999996,0.0
33,61.57,A_2,269,8-21,8,6,10.742380952380952,5.801428571428572,4.291904761904762,4.628571428571429,0.8769230769230769,34.776153846153846,0.0
34,71.23,A_2,270,8-22,8,0,10.92047619047619,9.146190476190474,3.8766666666666665,4.471428571428571,0.7326666666666666,25.719333333333335,0.0
35,68.33999999999999,A_2,271,8-23,8,1,11.611842105263158,6.5200000000000005,3.8323684210526316,4.888157894736842,3.1567857142857148,25.921785714285715,0.0
36,64.38333333333334,A_2,272,8-24,8,2,11.8459375,5.7034375,3.6624999999999996,4.7921875,0.9484210526315789,34.263684210526314,0.0
37,74.38666666666667,A_2,273,8-25,8,3,13.479285714285714,6.510714285714287,4.510714285714285,4.987380952380953,0.9534615384615385,25.478076923076927,0.0
38,69.24666666666667,A_2,274,8-26,8,4,11.876060606060607,6.164848484848484,3.994242424242424,5.067878787878787,0.9274999999999999,27.379583333333333,0.0
39,92.01666666666667,A_2,275,8-27,8,5,10.785000000000002,5.546818181818182,4.5640909090909085,4.030454545454545,0.6953846153846155,20.87692307692308,0.0
40,51.25,A_2,276,8-28,8,6,9.694285714285716,5.3500000000000005,3.4114285714285715,4.094285714285714,0.76,65.9675,0.0
41,192.07666666666668,A_2,277,8-29,8,0,13.536176470588236,7.944705882352942,5.230294117647059,9.821176470588236,2.7495454545454545,50.412272727272736,0.0
42,82.62666666666667,A_2,278,8-30,8,1,13.91034482758621,6.345517241379311,4.421034482758621,8.87896551724138,1.259,48.192,0.0
43,129.1966666666667,A_2,279,8-31,8,2,24.144411764705886,12.874705882352941,6.783529411764706,12.445588235294117,1.140769230769231,38.454230769230776,0.0
44,102.54333333333334,A_2,280,9-1,8,3,12.707551020408165,5.528979591836735,3.829183673469388,7.678775510204082,0.8849999999999999,42.833,0.0
45,95.31333333333333,A_2,281,9-2,8,4,9.928611111111111,5.254999999999999,4.876111111111111,4.664722222222223,0.8330769230769229,47.27346153846155,0.0
46,70.78333333333333,A_2,282,9-3,8,5,11.441818181818181,5.496363636363638,3.648181818181819,6.087090909090909,0.8397560975609756,37.25926829268293,0.0
47,61.76333333333334,A_2,283,9-4,8,6,9.019333333333332,4.626,3.25,4.2,0.754,31.073999999999995,0.0
48,82.22666666666666,A_2,284,9-5,8,0,10.798333333333334,4.3966666666666665,3.07,4.410555555555556,0.7818181818181817,24.846363636363638,0.0
49,52.07,A_2,285,9-6,8,1,9.268461538461539,4.773076923076924,4.641538461538461,7.36153846153846,0.74125,24.5475,0.0
50,61.56999999999999,A_2,286,9-7,8,2,10.320799999999998,5.8728,5.7788,4.8052,0.7595,49.098499999999994,0.0
51,65.26,A_2,287,9-8,8,3,14.840714285714286,7.127857142857144,4.689642857142857,5.401071428571429,0.9641176470588235,25.021176470588237,0.0
52,80.07333333333332,A_2,288,9-9,8,4,15.504285714285714,8.11061224489796,5.08734693877551,6.734489795918367,1.125483870967742,45.780967741935484,0.0
53,83.33,A_2,289,9-10,8,5,15.222142857142858,7.652500000000001,4.801785714285714,9.664642857142855,1.5234999999999999,23.397,0.0
54,83.64333333333333,A_2,290,9-11,8,6,12.98177777777778,7.454,5.3517777777777775,12.049777777777775,1.300322580645161,43.99354838709677,0.0
55,71.35333333333334,A_2,291,9-12,8,0,14.504545454545454,6.834848484848485,4.946060606060606,5.301515151515151,0.9868181818181818,57.773181818181826,0.0
56,65.94333333333333,A_2,292,9-13,8,1,18.26727272727273,11.752424242424242,5.9078125,6.645625,1.0318181818181817,26.41727272727273,0.0
57,62.20333333333334,A_2,293,9-14,8,2,14.185806451612905,7.150322580645162,5.613548387096774,6.089677419354839,1.1466666666666667,29.721904761904767,0.8
