,label,route,calculated_day,date,hr,weekday,105,100,111,103,116,101,121,106,113,precipitation
0,97.56,B_1,236,7-19,8,1,9.364444444444445,5.681111111111112,59.63307692307693,2.3884615384615384,17.07,7.970000000000001,11.19,1.4249999999999998,13.26,0.0
1,212.31,B_1,237,7-20,8,2,12.29846153846154,9.42769230769231,32.34157894736842,14.068947368421053,25.23714285714286,8.25,16.365714285714283,1.695714285714286,20.20428571428571,0.0
2,129.945,B_1,238,7-21,8,3,7.868181818181818,6.561818181818182,31.747142857142855,12.790000000000001,13.14,6.726666666666667,10.238333333333333,1.6766666666666667,31.285,0.0
3,94.87,B_1,240,7-23,8,5,11.11153846153846,7.013076923076923,26.935714285714283,11.000476190476189,15.316666666666668,7.215,10.663333333333334,1.4533333333333334,22.92,0.0
4,123.57,B_1,241,7-24,8,6,10.942142857142857,8.358571428571427,36.614,7.031000000000001,16.614,7.773999999999999,11.028,1.444,14.732,0.0
5,98.38,B_1,242,7-25,8,0,9.7575,6.48,58.62826086956522,3.3126086956521745,16.965,8.16875,15.30375,1.25,15.36625,0.0
6,179.0,B_1,244,7-27,8,2,9.286666666666667,6.122222222222223,27.228181818181817,11.442727272727275,18.78,7.989999999999999,11.46,1.49,44.42333333333334,0.0
7,23.1,B_1,245,7-28,8,3,10.024,8.25,25.02,3.44,18.326666666666668,9.06,14.74,2.2933333333333334,24.213333333333328,0.0
8,142.26,B_1,246,7-29,8,4,12.888181818181819,7.53909090909091,27.930000000000003,13.423076923076922,28.05,13.09,34.17,1.37,13.04,0.0
9,110.38,B_1,247,7-30,8,5,9.76,5.9409090909090905,21.4275,7.9818750000000005,22.142857142857142,19.41714285714286,16.12,1.727142857142857,36.86142857142857,0.0
10,98.62,B_1,248,7-31,8,6,10.35875,7.02375,26.296000000000003,2.6273333333333335,17.740909090909092,8.051818181818179,14.743636363636368,1.5109090909090908,21.984545454545454,0.0
11,97.94333333333334,B_1,250,8-2,8,1,11.75857142857143,6.432857142857143,27.934615384615384,4.216153846153846,14.252857142857142,6.708571428571427,15.518571428571429,1.477142857142857,27.262857142857147,0.0
12,102.785,B_1,252,8-4,8,3,13.008181818181818,6.618181818181818,35.166111111111114,11.991111111111111,14.872,36.721999999999994,13.786000000000001,1.128,22.814,0.0
13,126.9,B_1,253,8-5,8,4,8.956,6.069999999999999,16.933333333333334,2.7899999999999996,14.494444444444444,6.295555555555556,18.518888888888892,1.57,23.79222222222222,0.0
14,91.63,B_1,254,8-6,8,5,11.905,8.22125,30.99875,2.43625,17.61375,9.64375,23.285,3.19125,24.96125,2.0
15,139.975,B_1,255,8-7,8,6,9.07,7.815,24.204615384615387,2.545384615384615,19.711999999999996,9.526,17.2,24.332,86.15,0.0
16,115.84999999999998,B_1,256,8-8,8,0,9.458666666666666,7.399333333333334,52.754761904761914,12.344285714285713,18.48428571428571,8.904285714285715,10.495714285714286,1.687142857142857,19.024285714285718,0.0
17,150.67,B_1,257,8-9,8,1,12.237142857142857,6.697142857142857,58.258,10.474,28.585,11.895,40.54,1.59,11.77,0.0
18,125.05,B_1,258,8-10,8,2,14.993750000000002,10.155,45.02,6.865454545454545,15.283333333333331,6.646666666666666,9.173333333333334,1.1666666666666667,11.193333333333333,0.0
19,154.85,B_1,259,8-11,8,3,13.144285714285713,9.15,36.91111111111112,11.648888888888889,23.265,10.855,11.975,1.665,15.98,0.0
