,label,route,calculated_day,date,hr,weekday,115,102,109,104,112,111,103,116,101,121,106,113,precipitation
0,140.245,C_1,236,7-19,8,1,7.195,9.502500000000001,9.93,23.095,26.75,59.63307692307693,2.3884615384615384,17.07,7.970000000000001,11.19,1.4249999999999998,13.26,0.0
1,214.21,C_1,237,7-20,8,2,17.833333333333332,12.844999999999999,13.218333333333334,32.235,23.703333333333333,32.34157894736842,14.068947368421053,25.23714285714286,8.25,16.365714285714283,1.695714285714286,20.20428571428571,0.0
2,142.29,C_1,238,7-21,8,3,9.853333333333333,11.21,11.466666666666667,25.16,15.066666666666665,31.747142857142855,12.790000000000001,13.14,6.726666666666667,10.238333333333333,1.6766666666666667,31.285,0.0
3,193.36666666666667,C_1,239,7-22,8,4,11.182,12.290000000000001,11.246,23.052,24.8,34.993750000000006,11.243125,29.641999999999996,13.668000000000001,8.972,0.95,9.959999999999999,0.0
4,207.37,C_1,240,7-23,8,5,15.900000000000002,11.865,11.907500000000002,26.57,18.94,26.935714285714283,11.000476190476189,15.316666666666668,7.215,10.663333333333334,1.4533333333333334,22.92,0.0
5,159.96,C_1,241,7-24,8,6,10.098333333333334,11.833333333333334,12.073333333333332,23.028333333333332,17.815,36.614,7.031000000000001,16.614,7.773999999999999,11.028,1.444,14.732,0.0
6,145.52,C_1,242,7-25,8,0,10.147142857142857,11.894285714285715,12.780000000000001,26.962857142857143,34.06285714285714,58.62826086956522,3.3126086956521745,16.965,8.16875,15.30375,1.25,15.36625,0.0
7,216.62,C_1,243,7-26,8,1,7.906666666666666,8.156666666666668,8.1,21.389999999999997,14.836666666666666,33.57230769230769,2.6915384615384617,15.046666666666667,7.426666666666667,24.060000000000002,1.67,36.24333333333333,0.0
8,133.46,C_1,244,7-27,8,2,9.945,12.629999999999999,13.705,29.25,21.695,27.228181818181817,11.442727272727275,18.78,7.989999999999999,11.46,1.49,44.42333333333334,0.0
9,163.22,C_1,245,7-28,8,3,6.896666666666666,7.816666666666666,8.11,20.49,19.186666666666667,25.02,3.44,18.326666666666668,9.06,14.74,2.2933333333333334,24.213333333333328,0.0
10,138.88666666666668,C_1,246,7-29,8,4,11.15,12.254999999999999,13.370000000000001,32.54,25.97,27.930000000000003,13.423076923076922,28.05,13.09,34.17,1.37,13.04,0.0
11,194.35,C_1,247,7-30,8,5,9.116,10.452,11.656,27.314,23.092000000000002,21.4275,7.9818750000000005,22.142857142857142,19.41714285714286,16.12,1.727142857142857,36.86142857142857,0.0
12,126.435,C_1,248,7-31,8,6,11.362857142857141,10.875714285714285,10.468571428571428,29.354285714285712,21.142857142857142,26.296000000000003,2.6273333333333335,17.740909090909092,8.051818181818179,14.743636363636368,1.5109090909090908,21.984545454545454,0.0
13,176.32333333333335,C_1,249,8-1,8,0,16.953333333333333,19.576666666666668,12.766666666666666,28.256666666666664,20.043333333333333,46.748235294117656,3.8811764705882346,14.5125,15.282499999999999,9.385,1.1925,12.1175,0.0
14,149.82,C_1,250,8-2,8,1,9.770000000000001,12.383333333333335,12.548333333333332,24.513333333333335,20.544999999999998,27.934615384615384,4.216153846153846,14.252857142857142,6.708571428571427,15.518571428571429,1.477142857142857,27.262857142857147,0.0
15,150.75666666666666,C_1,251,8-3,8,2,9.938749999999999,12.65625,11.93375,33.917500000000004,18.237499999999997,21.264166666666664,13.278333333333334,15.50285714285714,6.248571428571429,9.540000000000001,1.162857142857143,16.28142857142857,0.0
16,175.805,C_1,252,8-4,8,3,11.304285714285713,12.941428571428572,13.622857142857143,32.55857142857143,37.4,35.166111111111114,11.991111111111111,14.872,36.721999999999994,13.786000000000001,1.128,22.814,0.0
17,169.97333333333336,C_1,253,8-5,8,4,10.67,12.418571428571427,20.685714285714283,24.195714285714285,20.060000000000002,16.933333333333334,2.7899999999999996,14.494444444444444,6.295555555555556,18.518888888888892,1.57,23.79222222222222,0.0
18,189.71333333333334,C_1,254,8-6,8,5,10.079999999999998,11.37125,11.36625,24.71375,22.346249999999998,30.99875,2.43625,17.61375,9.64375,23.285,3.19125,24.96125,2.0
19,167.18333333333334,C_1,255,8-7,8,6,8.084285714285713,9.001428571428571,9.280000000000001,22.84714285714286,19.075714285714287,24.204615384615387,2.545384615384615,19.711999999999996,9.526,17.2,24.332,86.15,0.0
