,label,route,calculated_day,date,hr,weekday,110,123,107,108,119,114,118,122,precipitation
0,144.84666666666666,A_3,236,7-19,8,1,13.638,7.109,4.83875,10.0735,1.2327272727272727,24.886363636363637,33.93363636363636,32.89681818181819,0.0
1,195.25666666666666,A_3,237,7-20,8,2,16.28648648648649,8.702432432432431,5.598918918918919,6.230540540540542,1.501111111111111,20.302222222222223,37.94777777777777,61.241904761904756,0.0
2,152.235,A_3,238,7-21,8,3,17.050545454545453,9.514363636363633,6.6303636363636365,9.572545454545455,2.1958333333333333,65.09583333333333,62.780833333333334,43.4285,0.0
3,141.39666666666668,A_3,239,7-22,8,4,13.734418604651161,7.742558139534884,5.427209302325582,5.768372093023256,1.1328571428571428,20.05857142857143,43.99,37.16444444444445,0.0
4,113.32000000000001,A_3,240,7-23,8,5,13.598125000000001,6.9852083333333335,4.688958333333333,4.9725,1.4141176470588237,22.41176470588235,40.24235294117646,44.3021875,0.0
5,111.41666666666667,A_3,241,7-24,8,6,11.549615384615386,6.676153846153846,4.806538461538462,6.670384615384616,0.8683333333333333,16.05333333333333,17.555,33.018095238095235,0.0
6,166.46666666666667,A_3,242,7-25,8,0,12.39125,7.460416666666667,5.4025,6.876666666666666,1.2088888888888887,40.28777777777778,44.094444444444456,29.979166666666668,0.0
7,128.47,A_3,243,7-26,8,1,12.96891891891892,7.8802702702702705,6.013783783783784,5.531621621621621,2.38,43.129999999999995,28.426666666666666,32.2175,0.0
8,127.48666666666668,A_3,244,7-27,8,2,13.269499999999999,7.5230000000000015,5.03375,6.14425,1.179,23.259,56.927,32.43222222222222,0.0
9,172.39333333333332,A_3,245,7-28,8,3,13.58529411764706,8.02764705882353,4.848529411764706,6.291176470588236,1.0193333333333334,27.577333333333332,36.50866666666668,52.378,0.0
10,179.61,A_3,246,7-29,8,4,12.924999999999999,7.026363636363637,9.28227272727273,5.754999999999999,1.1015384615384616,30.466153846153848,30.040769230769232,73.06400000000001,0.0
11,126.45666666666666,A_3,247,7-30,8,5,11.243611111111111,6.119166666666667,3.966111111111112,4.916944444444443,0.8663636363636364,15.96636363636364,26.024545454545454,41.433,0.0
12,123.41000000000001,A_3,248,7-31,8,6,11.323478260869566,5.756521739130435,4.006086956521739,5.147826086956521,0.9785714285714286,18.107142857142858,32.91571428571429,38.869090909090914,0.0
13,171.17,A_3,249,8-1,8,0,16.359333333333332,8.124,6.989333333333334,6.173333333333333,1.1614285714285713,20.712857142857143,40.12642857142857,52.237037037037034,0.0
14,172.47666666666666,A_3,250,8-2,8,1,17.381555555555558,7.666444444444445,6.777555555555556,5.840222222222223,1.1126666666666665,20.470666666666666,31.372,51.867142857142845,0.0
15,170.13666666666666,A_3,251,8-3,8,2,12.141944444444444,7.220277777777778,6.302499999999999,5.416111111111111,1.0546153846153845,21.088461538461537,39.722307692307695,59.02277777777777,0.0
16,192.16,A_3,252,8-4,8,3,14.995277777777776,7.3036111111111115,5.913611111111111,6.216666666666667,0.9380000000000001,22.187,39.674,49.280869565217394,0.0
17,175.13,A_3,253,8-5,8,4,13.96,6.498857142857143,5.158285714285714,4.885428571428571,1.172,22.956000000000003,48.10333333333334,48.34166666666667,0.0
18,135.62,A_3,254,8-6,8,5,12.476315789473682,7.065263157894737,4.741315789473686,4.987894736842105,1.0042857142857142,18.5,20.38857142857143,45.452,2.0
19,118.57666666666667,A_3,255,8-7,8,6,12.37125,6.055937500000001,3.8709374999999997,4.8690625,0.8949999999999999,17.131,23.57,36.59166666666667,0.0
20,161.83666666666667,A_3,256,8-8,8,0,13.159047619047621,7.560238095238095,4.979047619047619,5.445476190476191,0.97875,27.505,70.08125,52.77636363636364,0.0
21,174.49,A_3,257,8-9,8,1,12.58,7.259677419354837,4.743225806451614,5.747096774193548,1.3554545454545455,41.06181818181818,76.40727272727274,36.050526315789476,0.0
22,162.34,A_3,258,8-10,8,2,12.698888888888892,7.881944444444446,5.033055555555555,8.04861111111111,1.0410000000000001,18.005999999999997,40.153999999999996,55.45388888888889,0.0
23,170.1966666666667,A_3,259,8-11,8,3,14.636764705882355,6.324117647058824,5.521470588235294,4.733823529411766,1.486,17.604000000000003,38.807,58.64529411764707,0.0
24,166.35666666666665,A_3,260,8-12,8,4,14.095,5.924,4.004666666666666,4.969333333333334,1.0110000000000001,21.935,37.463,33.51533333333334,0.0
25,122.65333333333332,A_3,261,8-13,8,5,11.916875000000001,6.3896875,4.699032258064515,5.4434375,1.3842857142857141,22.647142857142857,27.882857142857144,39.9915,0.0
26,111.11,A_3,262,8-14,8,6,11.826956521739133,6.164347826086956,3.9052173913043475,4.760434782608696,1.1077777777777778,21.188888888888886,30.763333333333335,42.861428571428576,0.0
27,153.74,A_3,263,8-15,8,0,11.948620689655172,7.065862068965518,4.431034482758622,4.900344827586205,0.9376923076923076,33.83153846153847,47.559999999999995,77.22149999999999,0.0
